,OSEBuildingID,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu)
1373,21656,NonResidential,Worship Facility,3,EAST,47.60321889,-122.3205567,1922-01-01,1.0,2,22688,0,22688,Worship Facility,Worship Facility,22688.0,87.0,391818.4063
1391,21687,NonResidential,Other,2,SOUTHEAST,47.56028,-122.28914,1962-01-01,1.0,2,22364,0,22364,"Adult Education, Parking",Adult Education,22364.0,,1625774.5
1392,21689,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.54693,-122.28718,1982-01-01,1.0,2,41262,0,41262,Office,Office,40738.0,84.0,2001403.875
1405,21716,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62038,-122.34668,1953-01-01,1.0,2,43183,0,43183,"Data Center, Office",Office,26580.0,,7588115.5
1408,21723,NonResidential,Worship Facility,4,NORTH,47.68566,-122.31849,1908-01-01,1.0,3,45680,0,45680,Worship Facility,Worship Facility,45680.0,79.0,2394061.75
1418,21741,NonResidential,Senior Care Community,7,LAKE UNION,47.61935,-122.33389,2006-01-01,1.0,14,724148,0,724148,Senior Care Community,Senior Care Community,726000.0,8.0,39120828.0
1422,21768,NonResidential,Worship Facility,1,SOUTHWEST,47.53439,-122.37699,1957-01-01,1.0,1,23562,0,23562,"Office, Worship Facility",Worship Facility,18278.0,96.0,531737.1875
1425,21772,NonResidential,Small- and Mid-Sized Office,6,Ballard,47.65804,-122.36537,1999-01-01,1.0,4,28844,0,28844,"Office, Other",Office,10292.0,,973080.1875
1429,21783,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56067,-122.32646,1989-01-01,1.0,1,21101,0,21101,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18373.0,,819493.125
1430,21784,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.56067,-122.32705,1914-01-01,1.0,2,45594,0,45594,Refrigerated Warehouse,Refrigerated Warehouse,45594.0,75.0,1329148.25
1431,21785,NonResidential,Other,2,GREATER DUWAMISH,47.55013,-122.33044,1950-01-01,1.0,1,26660,0,26660,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,26660.0,,2241280.5
1432,21786,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56056,-122.32593,1975-01-01,1.0,1,28126,0,28126,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,21780.0,44.0,966168.625
1433,21787,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54813,-122.32553,1964-01-01,1.0,1,35000,0,35000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35000.0,53.0,378714.4063
1434,21792,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54948,-122.32536,1962-01-01,1.0,1,26150,0,26150,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26150.0,6.0,1322416.75
1435,21793,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.54974,-122.3261,1967-01-01,1.0,2,24000,0,24000,Office,Office,24000.0,73.0,1148448.75
1436,21794,NonResidential,K-12 School,3,EAST,47.64132,-122.31644,1968-01-01,1.0,5,43594,0,43594,K-12 School,K-12 School,40809.0,38.0,2699616.0
1442,21822,NonResidential,Distribution Center,4,LAKE UNION,47.65791,-122.34274,1912-01-01,1.0,1,28080,0,28080,"Distribution Center, Office",Distribution Center,25580.0,,892651.125
1456,21879,NonResidential,Senior Care Community,5,NORTHWEST,47.72618,-122.35642,1954-01-01,1.0,2,51298,0,51298,Senior Care Community,Senior Care Community,51298.0,85.0,5847878.5
1458,21883,NonResidential,Worship Facility,5,NORTHWEST,47.72558,-122.3578,1962-01-01,1.0,1,22047,0,22047,"Parking, Worship Facility",Worship Facility,22898.0,100.0,272664.4063
1462,21893,NonResidential,Warehouse,1,GREATER DUWAMISH,47.5213,-122.32182,1979-01-01,1.0,1,31600,0,31600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31600.0,3.0,3731853.25
1463,21894,NonResidential,Warehouse,1,GREATER DUWAMISH,47.52024,-122.32137,2007-01-01,1.0,1,35289,0,35289,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35289.0,63.0,1010737.813
1464,21896,NonResidential,Warehouse,1,GREATER DUWAMISH,47.51899,-122.321,1981-01-01,1.0,1,28920,0,28920,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,50.0,2053772.75
1465,21897,NonResidential,Warehouse,1,GREATER DUWAMISH,47.5193,-122.3213,1978-01-01,1.0,1,22176,0,22176,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22176.0,60.0,746905.625
1466,21898,NonResidential,Warehouse,1,GREATER DUWAMISH,47.51968,-122.3212,1978-01-01,1.0,1,31300,0,31300,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31300.0,89.0,398438.5938
1467,21902,NonResidential,Warehouse,1,GREATER DUWAMISH,47.51918,-122.31957,1979-01-01,1.0,1,22000,0,22000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,22000.0,14.0,700627.625
1468,21904,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.70079,-122.32714,1974-01-01,1.0,3,39927,0,39927,"Office, Parking",Office,39541.0,38.0,3832168.5
1469,21905,NonResidential,Other,5,NORTH,47.69883,-122.32479,1979-01-01,1.0,1,30610,0,30610,"Office, Other - Recreation",Other - Recreation,23320.0,,4513728.0
1470,21907,NonResidential,Medical Office,5,NORTH,47.70007,-122.32533,1980-01-01,1.0,2,26930,6350,20580,Medical Office,Medical Office,26930.0,64.0,1002995.0
1471,21909,NonResidential,Medical Office,5,NORTH,47.70087,-122.32379,1968-01-01,1.0,2,38745,0,38745,"Medical Office, Parking",Medical Office,65069.0,76.0,3073612.0
1472,21913,NonResidential,Self-Storage Facility,4,NORTHEAST,47.66353,-122.29505,1959-01-01,1.0,2,20296,0,20296,Self-Storage Facility,Self-Storage Facility,20296.0,,855665.125
1473,21916,NonResidential,Mixed Use Property,4,NORTHEAST,47.66246,-122.29342,1945-01-01,1.0,2,22135,0,22135,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,10388.0,,1365716.125
1474,21917,NonResidential,Medical Office,4,NORTHEAST,47.66183,-122.29264,1967-01-01,1.0,3,38378,0,38378,"Medical Office, Parking",Medical Office,35066.0,86.0,1807593.875
1475,21920,NonResidential,Warehouse,4,NORTHEAST,47.66294,-122.29521,1980-01-01,1.0,2,33576,0,33576,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33576.0,64.0,1466199.875
1476,21921,NonResidential,Supermarket / Grocery Store,4,NORTHEAST,47.66205,-122.29545,1975-01-01,1.0,1,33005,0,33005,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,34982.0,21.0,10821972.0
1481,21945,NonResidential,Other,3,EAST,47.61074,-122.32259,1981-01-01,1.0,1,20971,0,20971,"Bank Branch, Medical Office, Parking, Retail Store",Parking,23483.0,,729397.1875
1486,21955,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,1927-01-01,1.0,3,23910,0,23910,"Office, Retail Store",Office,20000.0,,910117.6875
1488,21964,NonResidential,Worship Facility,6,BALLARD,47.67477,-122.38241,1910-01-01,1.0,2,21765,0,21765,Worship Facility,Worship Facility,21765.0,80.0,498909.0
1496,22078,NonResidential,Worship Facility,3,CENTRAL,47.6101,-122.30838,1901-01-01,1.0,2,26560,0,26560,Worship Facility,Worship Facility,26560.0,1.0,1831347.125
1497,22095,NonResidential,Warehouse,4,LAKE UNION,47.65022,-122.34174,1957-01-01,1.0,2,20140,0,20140,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20140.0,49.0,116486.6016
1508,22139,NonResidential,Retail Store,2,GREATER DUWAMISH,47.53846,-122.28305,1992-01-01,1.0,2,38845,0,38845,"Parking, Retail Store",Retail Store,38845.0,82.0,6917280.0
1509,22142,NonResidential,Supermarket / Grocery Store,2,GREATER DUWAMISH,47.53747,-122.28308,1953-01-01,1.0,1,26092,0,26092,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25946.0,40.0,8071987.5
1512,22163,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55045,-122.32749,1967-01-01,1.0,1,25500,0,25500,Office,Office,25500.0,98.0,1430417.125
1513,22165,NonResidential,Warehouse,2,GREATER DUWAMISH,47.5478,-122.32307,1961-01-01,1.0,1,41895,0,41895,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,37524.0,,1343671.0
1514,22166,NonResidential,Retail Store,2,GREATER DUWAMISH,47.54912,-122.32184,1958-01-01,1.0,2,56193,0,56193,Retail Store,Retail Store,56193.0,,2580058.5
1518,22223,NonResidential,K-12 School,6,BALLARD,47.6712,-122.37568,1922-01-01,1.0,3,35448,0,35448,K-12 School,K-12 School,35448.0,97.0,1632148.75
1519,22230,NonResidential,Supermarket / Grocery Store,6,BALLARD,47.66986,-122.37418,1966-01-01,1.0,1,29214,0,29214,Supermarket/Grocery Store,Supermarket/Grocery Store,29214.0,8.0,9558542.0
1522,22240,NonResidential,Supermarket / Grocery Store,6,BALLARD,47.66828,-122.37428,2000-01-01,1.0,1,89103,43035,46068,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,47034.0,34.0,14473242.0
1523,22252,NonResidential,Other,6,BALLARD,47.66621,-122.37502,1961-01-01,1.0,1,32000,0,32000,"Office, Other - Recreation",Other - Recreation,29880.0,,1527101.375
1524,22259,NonResidential,Mixed Use Property,6,BALLARD,47.66389,-122.37307,1910-01-01,1.0,2,31140,0,31140,"Non-Refrigerated Warehouse, Other, Retail Store",Other,14840.0,,1111093.0
1525,22261,NonResidential,Warehouse,6,BALLARD,47.6644,-122.37246,1975-01-01,1.0,3,41478,0,41478,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,31932.0,3.0,3287502.0
1526,22264,NonResidential,Warehouse,6,BALLARD,47.66411,-122.37185,1980-01-01,1.0,1,39840,0,39840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,39840.0,2.0,774360.0
1534,22312,Nonresidential COS,Other,6,BALLARD,47.66984,-122.3842,2004-01-01,1.0,1,30576,15576,15000,"Library, Other - Services",Library,15000.0,,1642173.75
1537,22327,NonResidential,Other,6,BALLARD,47.66894,-122.38242,1924-01-01,1.0,2,21528,0,21528,Social/Meeting Hall,Social/Meeting Hall,21528.0,,330300.5
1538,22332,NonResidential,Other,6,BALLARD,47.66908,-122.38627,1928-01-01,1.0,2,30000,0,30000,"Parking, Strip Mall",Strip Mall,25828.0,,1115775.5
1557,22420,NonResidential,Other,6,BALLARD,47.67482,-122.37316,1942-01-01,1.0,2,30087,0,30087,Other,Other,30554.0,,5205994.5
1558,22438,NonResidential,Worship Facility,6,BALLARD,47.66327,-122.37439,1975-01-01,1.0,1,40445,0,40445,Worship Facility,Worship Facility,40445.0,92.0,911009.375
1559,22440,NonResidential,Retail Store,6,BALLARD,47.66318,-122.37283,1996-01-01,1.0,1,23500,0,23500,Retail Store,Retail Store,23500.0,53.0,1149592.0
1560,22454,NonResidential,Retail Store,6,Ballard,47.67518,-122.36549,1967-01-01,1.0,1,22420,0,22420,Retail Store,Retail Store,23067.0,82.0,1524765.875
1563,22479,NonResidential,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1961-01-01,1.0,1,25842,0,25842,Supermarket/Grocery Store,Supermarket/Grocery Store,25987.0,35.0,8746499.0
1565,22480,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,1992-01-01,1.0,3,26389,0,26389,"Fitness Center/Health Club/Gym, Office",Office,16766.0,,1186733.125
1566,22486,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65252,-122.37587,1982-01-01,1.0,3,25859,0,25859,"Office, Parking",Office,25859.0,88.0,916019.375
1567,22502,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,1974-01-01,1.0,1,25600,0,25600,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20600.0,1.0,1943594.875
1568,22504,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,1965-01-01,1.0,1,23169,0,23169,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,10200.0,,222255.9063
1569,22509,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,2008-01-01,1.0,4,41784,8399,33385,"Office, Parking",Office,33385.0,89.0,1294615.25
1570,22511,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,1960-01-01,1.0,1,56884,0,56884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56884.0,71.0,1577967.75
1573,22519,NonResidential,Retail Store,6,BALLARD,47.6917,-122.37617,1989-01-01,1.0,1,32810,0,32810,Retail Store,Retail Store,32810.0,66.0,2168833.0
1576,22547,NonResidential,Self-Storage Facility,7,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,1980-01-01,1.0,3,30989,0,30989,Self-Storage Facility,Self-Storage Facility,30989.0,,98862.89844
1577,22548,NonResidential,Self-Storage Facility,7,MAGNOLIA / QUEEN ANNE,47.64418,-122.37587,1915-01-01,1.0,3,39952,0,39952,Self-Storage Facility,Self-Storage Facility,39952.0,,58114.19922
1581,22574,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,1961-01-01,1.0,2,20022,0,20022,Office,Office,20784.0,80.0,688824.0
1582,22577,NonResidential,Distribution Center,7,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,1960-01-01,1.0,2,36498,0,36498,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,18229.0,89.0,602201.625
1583,22579,NonResidential,Distribution Center,7,MAGNOLIA / QUEEN ANNE,47.66161,-122.39075,1968-01-01,1.0,1,35946,0,35946,"Distribution Center, Office",Distribution Center,31845.0,,503210.6875
1584,22585,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.66006,-122.38631,2007-01-01,1.0,4,30152,5680,24472,"Office, Parking",Office,25184.0,96.0,845044.125
1585,22607,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,1979-01-01,1.0,4,22365,0,22365,Office,Office,21617.0,71.0,727385.8125
1586,22609,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,1994-01-01,1.0,4,30172,0,30172,Office,Office,30172.0,82.0,967548.3125
1590,22650,NonResidential,Warehouse,6,BALLARD,47.66353,-122.38064,1927-01-01,1.0,4,42500,0,42500,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,42500.0,100.0,262995.3125
1591,22654,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66691,-122.38416,1901-01-01,1.0,4,23032,0,23032,"Office, Restaurant, Retail Store",Office,14448.0,,1172535.25
1593,22672,NonResidential,Other,6,BALLARD,47.66646,-122.38263,1900-01-01,1.0,3,45750,4914,40836,"Other, Parking",Other,42850.0,,7536508.5
1595,22676,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66497,-122.38047,1968-01-01,1.0,2,23500,0,23500,Office,Office,23500.0,26.0,1745284.25
1596,22678,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66431,-122.37988,1966-01-01,1.0,1,22282,0,22282,Office,Office,22282.0,93.0,665681.875
1597,22679,NonResidential,Self-Storage Facility,6,BALLARD,47.66351,-122.37961,1902-01-01,1.0,2,24000,0,24000,Self-Storage Facility,Self-Storage Facility,24000.0,,599426.5
1599,22684,NonResidential,Mixed Use Property,6,BALLARD,47.66852,-122.38175,1909-01-01,1.0,3,27085,0,27085,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,9500.0,,2151546.25
1606,22801,Nonresidential COS,Other,5,NORTH,47.70544,-122.2918,1996-01-01,0.0,2,29258,0,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,31991.0,,8571176.0
1607,22804,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.719,-122.29966,1931-01-01,1.0,2,37500,0,37500,Office,Office,37500.0,58.0,2448649.75
1609,22810,NonResidential,K-12 School,5,NORTHWEST,47.73143,-122.32784,1930-01-01,1.0,3,23983,0,23983,K-12 School,K-12 School,23983.0,61.0,1270514.75
1610,22818,NonResidential,Distribution Center,1,DELRIDGE,47.55832,-122.35239,1980-01-01,1.0,1,24100,0,24100,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,20100.0,22.0,939941.6875
1613,22834,NonResidential,K-12 School,4,NORTHEAST,47.66665,-122.31818,2004-01-01,3.0,2,31343,0,31343,K-12 School,K-12 School,51515.0,5.0,4277566.0
1619,22860,NonResidential,Mixed Use Property,6,NORTHWEST,47.68582,-122.33709,1996-01-01,1.0,3,55912,22850,33062,"Office, Parking, Retail Store",Parking,24052.0,,2450442.75
1620,22863,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.65843,-122.38435,1957-01-01,1.0,2,20294,0,20294,"Office, Other",Other,18000.0,,1845057.875
1621,22866,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,1983-01-01,1.0,4,40571,10849,29722,Office,Office,24008.0,64.0,1286817.375
1622,22867,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.65649,-122.38383,1983-01-01,1.0,4,41707,15659,26048,"Office, Parking",Office,41707.0,78.0,1785685.5
1623,22881,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.65118,-122.37875,1960-01-01,1.0,2,57644,0,57644,"Non-Refrigerated Warehouse, Office, Other - Services",Office,20176.0,,2300589.0
1624,22883,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.64913,-122.37929,1955-01-01,1.0,2,39497,0,39497,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25547.0,9.0,1809734.75
1634,22936,Nonresidential COS,Other,3,EAST,47.6303,-122.3142,1932-01-01,1.0,1,33087,0,33087,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,53776.0,,3944599.75
1637,22940,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.70793,-122.33316,1982-01-01,1.0,2,27574,0,27574,Office,Office,27574.0,73.0,1243709.625
1641,22953,NonResidential,Retail Store,5,NORTH,47.70747,-122.32249,1965-01-01,1.0,1,24982,0,24982,Retail Store,Retail Store,24982.0,99.0,335245.0
1643,22955,NonResidential,Senior Care Community,5,North,47.71069,-122.32674,1998-01-01,1.0,5,43661,0,43661,"Parking, Senior Care Community",Senior Care Community,43661.0,4.0,4141925.0
1648,22962,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.70842,-122.3332,1987-01-01,1.0,3,76105,27307,48798,Office,Office,76105.0,91.0,2596383.25
1653,23008,NonResidential,Mixed Use Property,5,North,47.70983,-122.31865,1952-01-01,1.0,2,32009,0,32009,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,17500.0,,2177737.0
1656,23011,NonResidential,Retail Store,5,NORTH,47.70708,-122.32251,1966-01-01,1.0,1,41615,0,41615,Retail Store,Retail Store,41615.0,69.0,2001296.75
1657,23017,NonResidential,Medical Office,5,NORTH,47.70676,-122.32264,1988-01-01,1.0,3,28841,0,28841,Medical Office,Medical Office,28841.0,55.0,1525049.625
1658,23020,NonResidential,Self-Storage Facility,5,NORTH,47.70782,-122.31873,1977-01-01,2.0,2,33344,0,33344,"Office, Parking, Self-Storage Facility",Self-Storage Facility,31360.0,,129466.8984
1659,23022,Nonresidential COS,Other,5,NORTH,47.70541,-122.32232,2005-01-01,2.0,1,30498,0,30498,Other - Recreation,Other - Recreation,30498.0,,2652254.5
1664,23040,NonResidential,K-12 School,1,DELRIDGE,47.51698,-122.35946,1924-01-01,1.0,2,42975,0,42975,K-12 School,K-12 School,21405.0,92.0,1124454.25
1666,23049,NonResidential,Other,1,DELRIDGE,47.53366,-122.33733,1963-01-01,1.0,1,23260,0,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,,1803514.875
1668,23051,NonResidential,Small- and Mid-Sized Office,1,DELRIDGE,47.53309,-122.33977,1988-01-01,1.0,2,30659,0,30659,"Data Center, Non-Refrigerated Warehouse, Office",Office,27262.0,88.0,2828171.5
1669,23056,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136,1920-01-01,1.0,2,27144,0,27144,Other,Other,27144.0,,1138349.25
1670,23064,NonResidential,Other,5,NORTHWEST,47.70969,-122.34557,1970-01-01,5.0,1,23166,0,23166,Other,Other,23166.0,,3648465.5
1671,23065,NonResidential,Medical Office,5,NORTHWEST,47.70558,-122.33486,1979-01-01,1.0,2,34759,0,34759,"Medical Office, Parking",Medical Office,44667.0,81.0,1633105.375
1672,23071,NonResidential,Hospital,5,NORTHWEST,47.71425,-122.33689,1966-01-01,8.0,1,415632,0,415632,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),483520.0,85.0,100328264.0
1675,23076,NonResidential,Worship Facility,5,NORTHWEST,47.71745,-122.33221,1965-01-01,1.0,2,44719,0,44719,"Medical Office, Office, Worship Facility",Worship Facility,45909.0,,1781436.375
1678,23098,NonResidential,Supermarket / Grocery Store,2,GREATER DUWAMISH,47.57894,-122.31287,1965-01-01,1.0,1,21603,0,21603,Supermarket/Grocery Store,Supermarket/Grocery Store,21603.0,16.0,5927199.5
1690,23113,NonResidential,Medical Office,3,EAST,47.62014,-122.31228,1964-01-01,1.0,3,591981,0,591981,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,520187.0,60.0,103985264.0
1691,23115,NonResidential,Distribution Center,1,DELRIDGE,47.53158,-122.33568,1979-01-01,1.0,1,42900,0,42900,Distribution Center,Distribution Center,43050.0,53.0,461205.5938
1693,23120,NonResidential,Other,1,DELRIDGE,47.52956,-122.33592,1971-01-01,1.0,1,26232,0,26232,"Office, Other - Services",Other - Services,18262.0,,3315521.5
1698,23158,NonResidential,Warehouse,3,DOWNTOWN,47.59783,-122.31554,1956-01-01,1.0,2,25840,0,25840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25840.0,92.0,310602.3125
1699,23161,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59721,-122.31838,1988-01-01,1.0,1,45145,0,45145,Office,Office,43813.0,,1405510.25
1701,23164,NonResidential,Small- and Mid-Sized Office,3,DOWNTOWN,47.59728,-122.31587,2001-01-01,1.0,5,70332,22095,48237,"Office, Parking",Office,44417.0,89.0,2000777.25
1726,23228,NonResidential,Supermarket / Grocery Store,6,BALLARD,47.6899,-122.37619,1994-01-01,1.0,1,45522,0,45522,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,45522.0,22.0,12559767.0
1727,23231,NonResidential,Retail Store,5,NORTHWEST,47.72286,-122.34612,1979-01-01,1.0,2,20088,0,20088,"Office, Parking, Retail Store",Retail Store,16080.0,,337536.0938
